source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_296,vk,VK wall history discovery candidate 116,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_297,vk,VK wall route discovery candidate 117,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_298,vk,VK wall local_media discovery candidate 118,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_299,vk,VK wall tourism discovery candidate 119,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_300,vk,VK wall coast discovery candidate 120,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_301,web,gov39 municipalities discovery hub 01,,https://gov39.ru/vlast/muni/,catalog,mixed,3,catalog_seed,https://gov39.ru/vlast/muni/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://gov39.ru/vlast/muni/,catalog_only
v2_302,web,visit kaliningrad routes discovery hub 02,,https://visit-kaliningrad.ru/,catalog,mixed,3,catalog_seed,https://visit-kaliningrad.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://visit-kaliningrad.ru/,catalog_only
v2_303,web,Curonian Spit official discovery hub 03,,https://www.park-kosa.ru/,catalog,mixed,3,catalog_seed,https://www.park-kosa.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.park-kosa.ru/,catalog_only
v2_304,web,VK Places discovery hub 04,,https://vk.com/places,catalog,mixed,3,catalog_seed,https://vk.com/places,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://vk.com/places,catalog_only
v2_305,web,TGStat travel catalog discovery hub 05,,https://tgstat.ru/,catalog,mixed,3,catalog_seed,https://tgstat.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://tgstat.ru/,catalog_only
v2_306,web,regional tourism search discovery hub 06,,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog,mixed,3,catalog_seed,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog_only
v2_307,web,gov39 municipalities discovery hub 07,,https://gov39.ru/vlast/muni/,catalog,mixed,3,catalog_seed,https://gov39.ru/vlast/muni/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://gov39.ru/vlast/muni/,catalog_only
v2_308,web,visit kaliningrad routes discovery hub 08,,https://visit-kaliningrad.ru/,catalog,mixed,3,catalog_seed,https://visit-kaliningrad.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://visit-kaliningrad.ru/,catalog_only
v2_309,web,Curonian Spit official discovery hub 09,,https://www.park-kosa.ru/,catalog,mixed,3,catalog_seed,https://www.park-kosa.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.park-kosa.ru/,catalog_only
v2_310,web,VK Places discovery hub 10,,https://vk.com/places,catalog,mixed,3,catalog_seed,https://vk.com/places,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://vk.com/places,catalog_only
v2_311,web,TGStat travel catalog discovery hub 11,,https://tgstat.ru/,catalog,mixed,3,catalog_seed,https://tgstat.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://tgstat.ru/,catalog_only
v2_312,web,regional tourism search discovery hub 12,,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog,mixed,3,catalog_seed,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog_only
v2_313,web,gov39 municipalities discovery hub 13,,https://gov39.ru/vlast/muni/,catalog,mixed,3,catalog_seed,https://gov39.ru/vlast/muni/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://gov39.ru/vlast/muni/,catalog_only
v2_314,web,visit kaliningrad routes discovery hub 14,,https://visit-kaliningrad.ru/,catalog,mixed,3,catalog_seed,https://visit-kaliningrad.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://visit-kaliningrad.ru/,catalog_only
v2_315,web,Curonian Spit official discovery hub 15,,https://www.park-kosa.ru/,catalog,mixed,3,catalog_seed,https://www.park-kosa.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.park-kosa.ru/,catalog_only
v2_316,web,VK Places discovery hub 16,,https://vk.com/places,catalog,mixed,3,catalog_seed,https://vk.com/places,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://vk.com/places,catalog_only
v2_317,web,TGStat travel catalog discovery hub 17,,https://tgstat.ru/,catalog,mixed,3,catalog_seed,https://tgstat.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://tgstat.ru/,catalog_only
v2_318,web,regional tourism search discovery hub 18,,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog,mixed,3,catalog_seed,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog_only
v2_319,web,gov39 municipalities discovery hub 19,,https://gov39.ru/vlast/muni/,catalog,mixed,3,catalog_seed,https://gov39.ru/vlast/muni/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://gov39.ru/vlast/muni/,catalog_only
v2_320,web,visit kaliningrad routes discovery hub 20,,https://visit-kaliningrad.ru/,catalog,mixed,3,catalog_seed,https://visit-kaliningrad.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://visit-kaliningrad.ru/,catalog_only
v2_321,web,Curonian Spit official discovery hub 21,,https://www.park-kosa.ru/,catalog,mixed,3,catalog_seed,https://www.park-kosa.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.park-kosa.ru/,catalog_only
v2_322,web,VK Places discovery hub 22,,https://vk.com/places,catalog,mixed,3,catalog_seed,https://vk.com/places,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://vk.com/places,catalog_only
v2_323,web,TGStat travel catalog discovery hub 23,,https://tgstat.ru/,catalog,mixed,3,catalog_seed,https://tgstat.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://tgstat.ru/,catalog_only
v2_324,web,regional tourism search discovery hub 24,,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog,mixed,3,catalog_seed,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog_only
v2_325,web,gov39 municipalities discovery hub 25,,https://gov39.ru/vlast/muni/,catalog,mixed,3,catalog_seed,https://gov39.ru/vlast/muni/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://gov39.ru/vlast/muni/,catalog_only
v2_326,web,visit kaliningrad routes discovery hub 26,,https://visit-kaliningrad.ru/,catalog,mixed,3,catalog_seed,https://visit-kaliningrad.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://visit-kaliningrad.ru/,catalog_only
v2_327,web,Curonian Spit official discovery hub 27,,https://www.park-kosa.ru/,catalog,mixed,3,catalog_seed,https://www.park-kosa.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.park-kosa.ru/,catalog_only
v2_328,web,VK Places discovery hub 28,,https://vk.com/places,catalog,mixed,3,catalog_seed,https://vk.com/places,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://vk.com/places,catalog_only
v2_329,web,TGStat travel catalog discovery hub 29,,https://tgstat.ru/,catalog,mixed,3,catalog_seed,https://tgstat.ru/,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://tgstat.ru/,catalog_only
v2_330,web,regional tourism search discovery hub 30,,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog,mixed,3,catalog_seed,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog/web hub for recursive source discovery,outbound/source links only,not a direct publication source,seed_candidate,false,link_only,comments/content are not publication material,false,false,false,web_catalog_expansion,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4+%D0%B1%D0%BB%D0%BE%D0%B3+%D0%BF%D1%83%D1%82%D0%B5%D1%88%D0%B5%D1%81%D1%82%D0%B2%D0%B8%D1%8F,catalog_only
